playerId,teamId,role,name,team,eliminations_avg_per_10m,deaths_avg_per_10m,hero_damage_avg_per_10m,healing_avg_per_10m,ultimates_earned_avg_per_10m,final_blows_avg_per_10m,time_played_total
5197,7697,offense,Ado,WAS,10.006916514790099,5.109016448479333,4347.7989477369365,8826.520300938206,4.391220749106203,2.5333965860228096,14210.171513855457
8675,7693,offense,Adora,HZS,14.18563433885192,4.29867707237937,4294.318757279122,8900.980565242058,4.728544779617307,2.794140097046591,2791.556517958641
4142,4405,offense,Agilities,VAL,16.51006097382893,5.39891044983603,5908.82215570675,10008.6733990394,5.447115007423852,3.71175093426227,24893.91169732809
8751,7695,support,Aid,TOR,16.253043547234082,4.920646211547933,7053.5185582533095,10708.95709470882,4.721832223202561,3.181023813525936,12071.585203707218
5863,4402,support,AimGod,BOS,14.492127715806022,4.580844967639834,7586.072156951053,10002.721911291625,4.7474211482812825,3.664675974111868,21611.733359098434
3985,4523,offense,aKm,DAL,21.946288102541224,4.476408945103173,10386.12685537972,18.997010588526212,4.9121655680778185,6.9324917291420824,15146.0692781806
8672,4402,support,alemao,BOS,13.045985441951409,4.711050298482453,4793.2680941414355,4990.147961771174,3.261496360487852,1.8119424224932512,1655.6817494630814
8812,7692,tank,ameng,CDH,15.558740280889221,6.468560519710353,7330.629488254161,0,4.758808840491758,4.616329533890208,21055.689219415188
4841,4403,support,Anamo,NYE,19.06873482811984,1.8271435810916223,5164.348214370417,6250.91697723055,3.488183200265824,2.0929099201594945,18060.977988541126
6981,4407,offense,Apply,FLA,13.566367386904638,5.8732444175013985,4827.617156595542,7690.288899802999,4.715139884472953,2.977983084930287,7253.231258869171
5715,4404,offense,Architect,SFS,15.222207120647465,4.4487436303300685,5243.971435991112,8473.734890062495,4.82393887626152,3.7519524593145155,11194.171689391136
4652,4403,support,ArK,NYE,10.032708095530491,2.7676436125601356,3005.7645935554997,5154.747516908129,2.421688160990119,1.037866354710051,1734.3273455500603
5878,4402,tank,Axxiom,BOS,13.589014561645524,6.323051673581998,7227.732158597083,0,3.771644857926104,3.383387299021946,10817.561445176601
8896,7692,offense,Baconjack,CDH,15.318466063982736,5.58673468215841,7452.730316096863,25.975727998828987,4.50543119528904,6.067314009655908,9987.945226430893
4624,4525,support,Bani,HOU,14.522001182233842,5.350210961875625,6364.565789283623,7591.461944926478,4.2037371843308495,3.0572634067860722,1570.0315482616425
8676,7693,offense,Bazzi,HZS,15.925613790521744,5.930075000693318,5250.646707118291,7845.662161749598,4.615676933529334,3.6680876292948357,19628.756800949574
4655,4410,support,Bdosin,LDN,15.271654336084048,4.156209724377304,7851.748760983646,8173.604442592874,4.446177844682698,4.188428404411237,18622.736852288246
8731,7693,support,BEBE,HZS,14.980603866919113,4.471334923241653,7984.454188968449,10263.201113411162,5.026172103497916,2.9373733072390418,18383.77160537243
8708,7694,tank,BenBest,PAR,13.502061931932683,7.074319772787265,7357.8577713350705,0,4.602111250039027,3.841431704578031,15775.36831587553
4643,4406,support,BigG00se,GLA,13.504552491753842,4.894772743293678,4755.825141339412,5043.815998085592,3.363587423596681,2.53524126703929,23903.050485908985
4656,4410,offense,BIRDRING,LDN,17.051886520350237,4.939167130032483,9647.421402473788,12.965313492032562,4.351171043123855,6.820754608140096,5102.0747702121735
8184,4402,offense,blase,BOS,15.465218065388552,5.913988236854149,4811.927915552758,8579.98724876325,4.747849711277275,3.276293952811219,21609.782583534718
4625,4525,support,Boink,HOU,12.476862772981095,4.547123321708666,4026.804572449789,5650.5513550270725,3.1608052358218774,2.6894570866203695,21640.05526971817
4079,4524,support,Boombox,PHI,17.346763705993162,4.8707661637517745,7910.898601085082,8965.245091198592,5.127122277633447,4.528958011909545,14042.965254426003
8704,4407,offense,bqb,FLA,18.308626317362886,4.6745428895394605,9291.522200015606,53.9738919073548,4.5846478339713945,4.884298019198282,20023.348210036755
8771,7696,tank,BUMPER,VAN,17.198075316263058,6.212917260848958,8780.207920028995,0,5.1324099111360955,5.552607213802209,19990.609046518803
4620,4524,offense,carpe,PHI,20.435925185939197,4.584035316672323,10027.156792892456,7.220212832055689,4.4657376310807795,7.393605349471489,20287.801811158657
8721,7699,support,Chara,GZC,13.479198551846363,3.763672322918141,5289.461612883104,5194.127101469753,3.1509814796523967,2.4507633730629754,20565.020904898643
5831,4404,tank,Choihyobin,SFS,19.006815734011017,3.3732232701999076,6932.776012600375,9.40821956558988,3.275918752790295,5.870705883713301,18498.627277731895
4663,4523,support,Closer,DAL,14.292236493215169,3.3150482894547224,4133.009861406764,5139.7604663133825,2.971033844322628,2.1579087921922246,19185.240891456604
5306,4402,offense,ColourHex,BOS,17.912849655468403,4.554856636109324,9781.260631458692,13.67943073011074,4.379669842412812,4.3358731439886835,13699.662796258926
8892,4408,support,CoMa,SHD,13.629174084218015,3.778384894634697,3807.445522587628,5334.388683530807,2.9417425251084426,2.2670309367808184,22231.721315443516
4138,4525,tank,coolmatt,HOU,19.21497867913682,4.6089982642524125,8592.748389623135,1.3603027090636846,4.41425185872062,5.063406543826594,9242.789334595203
8784,7697,offense,Corey,WAS,12.211447248928618,5.648291561393694,9869.954406040819,0,4.4549905272964345,4.097000217067256,15084.207157850266
3577,4405,support,Custa,VAL,14.447980160614296,4.514993800191967,4927.26492850935,5851.685290804381,3.4991201951487745,1.9188723650815858,5315.621917128563
8701,7698,tank,Daco,ATL,21.100590503555445,3.298379243596461,7293.643939660016,0.34949263447684903,2.3043471427865687,5.60272638638303,13279.24922066927
8711,7698,offense,dafran,ATL,21.833532837316017,5.458383209329004,10942.336185129041,30.648309387566176,5.057031502760695,8.067169302023014,14949.481718420982
4489,4525,offense,Danteh,HOU,18.34898158990423,4.042460660082171,9183.397294843051,407.4311818951966,5.053075825102714,5.084657549009606,18998.329596221447
8895,4408,offense,DDing,SHD,19.483454025376147,3.2101612668238024,7537.9220360948975,986.0673965596075,4.640431138180942,5.689295710509511,18877.556285500526
8180,4406,offense,Decay,GLA,20.802838841966377,4.2573251583559095,11880.443421577995,0.656777500608893,4.93462688809435,7.256804247197573,12402.153473377228
8893,4408,offense,diem,SHD,20.29265569362357,4.749344949571473,9992.93127487251,20.529615410565217,4.722360035085272,7.717685543053644,22234.64522397518
9251,7698,support,Dogman,ATL,17.654422336602785,5.848369009339004,7138.974933526107,8129.281413206059,4.536585306309695,5.356450120703013,10977.41949892044
4616,4523,offense,EFFECT,DAL,13.17206182280665,6.146962183976436,9168.783911559944,8.554601401611384,4.6102216379823275,4.6102216379823275,5466.114642381668
8722,7699,offense,Eileen,GZC,17.659641052847185,3.624180066815654,6462.721042989962,3591.9522851487727,4.810275361409867,4.942063727475891,9105.507836699486
5175,4524,support,Elk,PHI,13.064766293642453,5.475674108364852,6413.144661552364,7953.259430291814,4.2268361538254995,4.034707237742523,6245.806328713894
8787,7692,tank,Elsa,CDH,17.15529678400185,3.7901237080934322,7377.509510199697,48.57166172925308,3.3056718055551744,5.38596526939593,21054.7217310071
4634,7695,tank,Envy,TOR,19.233958406039726,4.287519993376227,7644.930524361097,133.3602351757635,3.6168464748592752,6.131872169297844,25049.445872187614
4083,4524,offense,eqo,PHI,18.631888421774594,4.9980780052062,5549.101845025271,8757.705928445728,4.4953127620789495,3.9038242407527717,20287.798608660698
8692,7698,offense,Erster,ATL,22.52622993642386,4.284650138566496,6658.547146408155,6475.469524344653,4.836139760362184,5.811852168154554,14143.511848151684
8684,7697,support,Fahzix,WAS,8.353724901513008,3.9570275849272143,4415.193239470817,6917.597763118554,3.253556014273487,1.0991743291464484,13646.606914162636
4636,4405,tank,Fate,VAL,14.847585242008758,6.339147595208285,8155.39171000607,0,4.603715553934534,4.1698575436160965,24892.936728477478
5864,7694,tank,Finnsi,PAR,18.56172509261252,4.64043127315313,7014.84922272941,0,4.069886444486761,5.553302999019318,15774.395889341831
4657,4409,tank,Fissure,SEO,15.99476412196154,5.701482904718348,8093.900123181619,0,4.438738368774016,5.012713157839621,15680.13120341301
8831,4409,offense,FITS,SEO,21.460649850459127,2.8614199800612172,12392.058851803458,7.511240793505049,4.828646216353304,6.617033703891564,3354.9776219129562
4631,4409,offense,Fleta,SEO,18.660258736653795,4.255295488932875,9504.775474261009,2095.31889423854,4.255295488932875,6.241100050434883,19035.105837106705
4659,4410,tank,Fury,LDN,19.62014905101101,3.157265364530507,7223.254015017255,15.033203519711698,3.3827843191398292,6.250096742029779,18623.711728692055
8203,4402,tank,Fusions,BOS,15.20585613128717,6.608452242711302,8178.985238640571,0,4.459101270567335,5.357337497731978,18703.320453941822
4606,4408,tank,Gamsu,SHD,17.138083370276895,6.817359130717882,7188.151604904215,0,4.229287608871278,5.90206554372335,19010.293797791004
8712,7698,tank,Gator,ATL,13.437371910236077,5.878850210728284,6701.287101222071,0,4.199178721948774,5.878850210728284,714.4254147410393
5210,4408,tank,Geguri,SHD,17.013852129911395,5.143722736949957,6466.5842811140155,0,3.5610388178884316,4.985454345043804,7582.057197570801
4666,4410,tank,Gesture,LDN,16.11018272443532,5.413021395410268,7411.435392102921,0,4.446410431944148,5.219699202717044,18621.762715637684
4413,7697,support,Gido,WAS,8.96670277101397,5.033196366748408,7720.387667619742,10357.789121574851,4.779421760021598,2.157084157177889,14185.816486656666
8713,7693,offense,GodsB,HZS,18.332386211060616,4.469355470433756,10569.231802929975,60.635505521926795,4.362305040004205,5.941298888840083,22419.3400285244
8789,4410,offense,Guard,LDN,17.61748046097376,4.21576988360833,5985.634294896613,6814.318048402593,5.058923860329997,3.5944985323397343,13520.66207921505
8863,4408,tank,GuardiaN,SHD,7.4073091379426295,5.290935098530449,5955.3345773847295,0,3.7036545689713147,1.587280529559135,1134.015044271946
8741,7693,tank,Guxue,HZS,15.035586912122863,5.42355099330146,8121.316860981362,0,4.5106760736368585,4.5643745983230115,11173.491329729557
4664,4407,support,HaGoPeun,FLA,12.826275859884104,5.124516757103229,5636.451913290267,9465.48469623192,4.3453504665495215,3.3564086362313543,20021.40003889799
8750,7696,offense,Haksal,VAN,20.350546706502172,3.7819600074030584,5801.058582331212,9688.188238042414,5.2227066768899375,4.892535565132528,19989.634964942932
8723,7699,offense,Happy,GZC,17.125357814056045,3.880191804547622,10131.626450315922,894.2150014835556,4.667899915245259,5.513956774883463,20565.993646621704
4671,7699,tank,HOTBA,GZC,17.418752699705976,3.092776861254327,6627.6240474052065,4.758574038158946,2.8301825994497145,5.251885236092254,20564.044175565243
4645,4406,offense,Hydration,GLA,15.712830430711227,5.346378405337845,5457.697081482032,9421.41941756179,5.170675828636602,2.886542331520433,23904.03190922737
8782,7697,support,Hyeonu,WAS,6.677800953041069,6.260438393476001,3572.634840339715,7475.306214478678,3.756263036085601,0.8347251191301336,1437.599004149437
8742,7694,support,HyP,PAR,14.529873658424926,6.123847274885898,7008.869337008451,10658.12198139519,4.75453980969402,3.7275592108001114,15774.397313296795
8717,7693,support,iDK,HZS,12.68492509236802,3.8804095746695415,4516.011749481803,5434.0084942377825,3.1043276597356333,1.953585510006045,22420.313713252544
8754,7695,offense,ivy,TOR,20.669511066003423,5.005710095938256,11527.605262924064,15.57426180796417,5.02966086194753,6.921771376680173,25051.390830993652
5872,4405,support,IZaYaKI,VAL,14.847004995159182,5.061478975622448,8123.637364447072,10947.290708212804,5.181990379803935,4.0732854613342555,24893.909587860107
4140,4525,offense,Jake,HOU,15.397982783872305,5.784216330729234,5007.321241818321,6271.782172356526,4.308243887715567,4.467808476149477,15040.931221365929
4648,7697,tank,Janus,WAS,10.14437018493375,6.723131612760015,6350.079863865223,0,3.898620698523559,3.3018930405862794,15082.257174253464
8179,4409,support,Jecse,SEO,13.54496314101852,4.1706242439859285,3804.1885946186794,5447.06803370438,3.0610086194392134,2.104443425864459,15681.105794727802
8811,7692,offense,JinMu,CDH,16.215640832880723,6.526154219208587,8327.102698463243,5135.573847853128,5.215223677358827,6.127175358645617,21053.74702847004
8748,7696,tank,JJANU,VAN,22.899639984094463,2.5210612826526013,7063.62385848425,0.06092606898404429,2.2809602081142586,6.242627937996917,19991.580667555332
4653,4403,support,JJONAK,NYE,18.52045241795032,3.0614823145875327,8956.78431290057,9159.425978848196,4.758937855348936,5.243925152709338,19794.332866549492
4635,4405,offense,KariV,VAL,18.294254343111295,4.7094120091177585,10591.6393223259,30.19234319287576,4.942295020557648,5.330433372957463,23187.608089625835
3981,4402,support,Kellex,BOS,12.47802780465257,4.3597928474087295,4586.7365907545045,5883.8472149596655,3.36756413041226,1.894254823356896,19955.076547205448
8691,7698,support,Kodak,ATL,15.267538424959943,5.167474543832596,7866.836978223136,10207.394051980898,5.167474543832596,4.110491114412293,5108.8785781264305
8706,4407,support,Kris,FLA,12.826899011071832,4.345561580853775,3724.724744012961,5056.228961362762,2.757183899576188,2.4874593876611266,20020.427367389202
8744,7694,support,Kruise,PAR,13.121721192128375,5.933300017310222,5234.714612224524,5828.220830515043,3.651261549113982,3.004683983125048,15775.369478523731
5865,4405,offense,KSF,VAL,17.240058610351415,4.573893100705478,11256.029445349835,0,4.925731031528976,5.629406893175972,1705.3306293487549
4647,4405,tank,KuKi,VAL,11.798783377417356,4.413051445059998,3690.4118136051097,5533.162037506121,2.911388106115971,1.9000638166230548,19578.289778769016
8674,7699,offense,Kyb,GZC,14.134322531267802,3.455056618754351,4420.811225353765,8130.3274580887355,4.554392815630736,3.55975530417115,11461.461958408356
8772,7692,support,Kyo,CDH,13.39428929107327,4.987235374335792,6095.723467842564,8385.407903678524,4.67375200794897,3.277326103134949,21053.748644053936
8786,7692,tank,lateyoung,CDH,17.35075121658128,5.638994145388917,8947.85854432709,146.7929033244426,4.33768780414532,4.554572194352587,11065.803295969963
