,Unnamed: 0_prev,Unnamed: 0.1,Unnamed: 0.1.1,playerId_prev,teamId_prev,role_prev,name,team_prev,eliminations_avg_per_10m_prev,deaths_avg_per_10m_prev,hero_damage_avg_per_10m_prev,healing_avg_per_10m_prev,ultimates_earned_avg_per_10m_prev,final_blows_avg_per_10m_prev,time_played_total_prev,total_elims_prev,total_deaths_prev,total_hero_damage_prev,total_healing_prev,total_ultimates_prev,total_final_blows_prev,Unnamed: 0_curr,playerId_curr,teamId_curr,role_curr,team_curr,eliminations_avg_per_10m_curr,deaths_avg_per_10m_curr,hero_damage_avg_per_10m_curr,healing_avg_per_10m_curr,ultimates_earned_avg_per_10m_curr,final_blows_avg_per_10m_curr,time_played_total_curr,total_elims_curr,total_deaths_curr,total_hero_damage_curr,total_healing_curr,total_ultimates_curr,total_final_blows_curr
10,10.0,10.0,10.0,4652.0,4403.0,mainsupport,ArK,NYE,11.06645104,3.90580625,2641.430743,4385.420339,1.952903125,1.301935417,921.7047056,16.999999996433356,5.9999999996448174,4057.698575566007,6736.770937483746,2.9999999998224083,2.000000000393664,11,4652,4403,mainsupport,NYE,10.032708095530491,2.7676436125601356,3005.7645935554997,5154.747516908129,2.421688160990119,1.037866354710051,1734.3273455500605,29.0,8.000000000000002,8688.299548149109,14900.032629966736,7.000000000000003,3.0000000000000013
11,11.0,11.0,11.0,5878.0,4402.0,maintank,Axxiom,BOS,13.58901456,6.323051673999999,7227.732159,0.0,3.771644858,3.383387299,10817.56145,245.00000007957453,114.00000005836723,130310.72795687275,0.0,68.00000003165253,61.00000002680336,12,5878,4402,maintank,BOS,13.589014561645525,6.323051673581997,7227.732158597082,0.0,3.7716448579261033,3.3833872990219462,10817.5614451766,245.00000000000003,113.99999999999996,130310.72789150472,0.0,67.99999999999997,60.99999999999999
12,12.0,12.0,12.0,8896.0,7692.0,maindps,Baconjack,CDH,13.25182571,5.861384451,6375.114973,44.00052054,3.9500634339999996,5.606541647999999,4708.78514,103.99999996852993,46.0000000044931,50031.744417756505,345.31499545169464,31.00000000012762,43.99999999815585,13,8896,7692,maindps,CDH,12.635561209714773,6.1500519162328535,6344.04198785097,38.61282089478668,4.025488526988777,5.367318035985036,5365.808362185955,113.0,55.0,56734.855914115906,345.31499540805817,36.00000000000001,48.0
13,13.0,13.0,13.0,8676.0,7693.0,flexdps,Bazzi,HZS,15.74084751,6.082903782000001,5526.40301,7021.033965000001,4.6422160439999995,4.108627993,11244.62961,294.99999999573464,113.99999996976366,103570.59153839854,131581.5440260912,86.9999999739658,76.99999997760446,15,8676,7693,flexdps,HZS,16.5036620037162,5.774418985498898,5503.679276534318,7775.017480048084,4.731298136505548,4.023466131831491,16105.516456902029,443.0,155.00000000000003,147732.6619362235,208701.11996269226,127.0,108.00000000000004
14,14.0,14.0,14.0,4655.0,4410.0,flexsupport,Bdosin,LDN,15.82248001,3.870943122,7900.2931260000005,7578.818805,4.258037433999999,4.3064242230000005,12400.078870000001,327.00000007166403,80.00000002347339,163273.7630975314,156629.9182057319,88.00000002168734,89.00000002146412,16,4655,4410,flexsupport,LDN,15.702300680781779,3.791531139993649,8042.42487460623,8114.89603012805,4.442602143830942,4.251110672114091,15666.494038105013,410.0,99.0,209994.33558321,211886.61712640518,116.0,111.0
15,15.0,15.0,15.0,8731.0,7693.0,flexsupport,BEBE,HZS,15.20943616,4.506499603,7476.628731,10190.69743,5.132402325,3.0669233410000003,9586.154179000001,243.00000000902943,72.00000000326716,119453.52625751185,162815.99459253176,81.99999999351344,49.00000000333298,17,8731,7693,flexsupport,HZS,15.341650317994885,4.319885747435402,7998.525272810022,10387.411387359409,5.167713791324592,2.9472117716148065,14861.50415855646,380.00000000000006,107.0,198116.86100697514,257287.59588313094,128.0,73.0
16,16.0,16.0,16.0,8708.0,7694.0,maintank,BenBest,PAR,17.22860127,5.9966954679999995,7923.898526999998,0.0,5.044839045,4.664096475,6303.471671,181.00000006066605,63.00000000358683,83246.78314803855,0.0,53.000000008187,49.00000000162244,18,8708,7694,maintank,PAR,15.532613889295778,7.042329178621392,7614.661442746811,0.0,4.73876355944617,4.343866596158988,9116.30206024647,236.00000000000009,107.00000000000004,115695.92299765351,0.0,72.00000000000001,66.0
17,17.0,17.0,17.0,4643.0,4406.0,mainsupport,BigG00se,GLA,13.97914774,4.955294909,4790.626201,4375.194179,3.129659943,2.71237195,11502.847170000001,268.00000003345144,95.00000003417676,91843.06839783448,83878.64996685104,60.000000030666506,52.0000000150748,19,4643,4406,mainsupport,GLA,13.518647044449727,5.010642810007488,4803.898927641626,4876.960863967425,3.362847523494957,2.5557641178561674,17842.02214962244,402.0,149.0,142852.11845254898,145024.73959624767,100.0,76.0
18,18.0,18.0,18.0,4656.0,4410.0,maindps,BIRDRING,LDN,17.05188652,4.93916713,9647.421402,12.96531349,4.351171043,6.820754608,5102.07477,144.99999999099182,41.999999997977184,82036.44221783706,110.24999807078274,36.999999997408146,57.999999996396724,20,4656,4410,maindps,LDN,17.051886520350234,4.939167130032484,9647.421402473788,12.965313492032564,4.351171043123855,6.8207546081400965,5102.074770212174,145.0,42.000000000000014,82036.44222527744,110.24999809265141,37.000000000000014,58.00000000000002
19,19.0,19.0,19.0,8184.0,4402.0,flexdps,blase,BOS,13.5335529,5.879330359,4670.514451,8554.467216,4.880953506,3.216992083,10817.55848,243.9999998965393,105.99999996953647,84205.93867562932,154230.74895720466,87.99999998219339,57.99999997924919,21,8184,4402,flexdps,BOS,14.696070457806261,6.2086769574552285,4833.68254815024,8706.787593344667,4.821632105257784,3.1043384787276147,18168.12193208933,445.00000000000006,188.0,146364.88985967642,263643.2977211476,146.0,94.0
20,20.0,20.0,20.0,4625.0,4525.0,mainsupport,Boink,HOU,11.70161781,4.732271908,3897.233711,6326.969349,3.3986316430000003,2.237073993,13946.78947,272.00000009078747,110.0000000261187,90589.83013783973,147068.18248940993,79.00000001833534,52.000000015305424,22,4625,4525,mainsupport,HOU,12.00069316790435,4.8138373724362085,3867.820518402989,5888.126498675203,3.288325529058537,2.2713176334734224,17698.977636396885,354.0,142.0,114094.11476135252,173689.69870054722,97.0,67.00000000000001
21,21.0,21.0,21.0,4079.0,4524.0,flexsupport,Boombox,PHI,18.7080584,5.238256353,7737.855767,8169.091241,5.4045502060000015,4.4899340169999995,7216.14168,224.99999995352348,62.99999999901348,93062.43919012844,98248.86631983836,65.00000000528199,54.00000000087255,23,4079,4524,flexsupport,PHI,18.758929982708125,4.9639014723473815,7757.887560965309,8423.327376514284,5.194780610596096,4.675302549536486,10395.049194157124,325.0,86.00000000000001,134406.0380649567,145934.83742892742,90.0,80.99999999999999
22,22.0,22.0,22.0,8704.0,4407.0,maindps,bqb,FLA,20.29258395,5.027165812,9655.064375,85.31300416,4.53671061,5.578927912999999,9786.826583,331.000000066032,82.00000001005063,157487.4011430438,1391.572628314463,73.99999999554358,91.00000000598185,24,8704,4407,maindps,FLA,19.03304466959879,4.848722406323646,9268.424692726941,57.36636059745719,4.486877450627851,5.21056736201944,16581.687558591366,526.0,134.0,256143.5373585522,1585.3851130008698,124.0,144.0
23,23.0,23.0,23.0,8771.0,7696.0,maintank,BUMPER,VAN,16.22831366,5.969701095,8455.790443,0.0,5.100327149,5.795826306,10352.277109999999,280.00000006053057,102.99999999885073,145894.47641670945,0.0,87.99999999684044,100.00000000189944,25,8771,7696,maintank,VAN,16.895064769531796,6.139333395125639,8758.002685841031,0.0,5.139907028477278,5.6158243459288775,12607.23192870617,355.0,129.0,184023.61848771575,0.0,108.0,117.99999999999996
24,24.0,24.0,24.0,4620.0,4524.0,maindps,carpe,PHI,20.10110274,5.125558348,9941.185978,10.8812073,4.323297042,7.443202123,13461.94801,451.0000000492476,115.0000000049958,223046.21465596167,244.13707826438747,97.00000001865129,167.00000001291272,26,4620,4524,maindps,PHI,20.766946083374048,4.759091810773222,10045.04692864237,8.802051287676349,4.362500826542119,7.751551055426079,16641.830657839775,575.9999999999998,132.00000000000003,278613.2832275332,244.13707828521726,121.0,215.0
25,25.0,25.0,25.0,8721.0,7699.0,mainsupport,Chara,GZC,13.67743434,4.3017737039999995,4942.397495,5107.625399000001,2.9781510260000004,2.592094411,10879.23336,247.9999999182293,77.99999997954596,89615.82617664072,92611.7477186402,53.999999988629064,46.99999998070125,27,8721,7699,mainsupport,GZC,13.531338020576902,3.916046145489956,5100.923306315621,5082.0247071728945,3.041928702300234,2.4125641432036335,17160.16550964117,387.0,112.0,145887.8136472702,145347.30849862096,87.0,68.99999999999999
26,26.0,26.0,26.0,5831.0,4404.0,offtank,Choihyobin,SFS,18.95195283,3.0925780769999998,6677.413182,23.00126713,3.0925780769999998,6.026562406,7566.5025810000025,239.0000000053088,39.00000000260753,84207.77346001072,290.0652451756925,39.00000000260753,75.99999999926095,28,5831,4404,offtank,SFS,20.122903361594503,3.0364483333352315,7047.340992420295,14.928273393200133,3.2937744632788952,6.072896666670463,11658.357434034348,391.0,59.0,136934.0337485969,290.06524515151983,64.0,118.0
27,27.0,27.0,27.0,4663.0,4523.0,mainsupport,Closer,DAL,12.40378761,3.69582243,3742.8246520000002,5300.104541,2.885779158,1.4175757269999998,11851.21873,245.0000000776233,73.00000000861688,73928.38936481357,104687.83034542877,57.00000001322206,28.000000011692944,29,4663,4523,mainsupport,DAL,13.394482632672824,3.4529686106890285,3972.042856318416,5161.580097611268,2.921742670583024,1.7454566603483002,15812.480840682983,352.99999999999994,91.0,104679.75260651107,136028.97733521461,77.0,46.0
28,28.0,28.0,28.0,5306.0,4402.0,maindps,ColourHex,BOS,14.86341662,5.780217576,8726.912674,33.51272696,3.922290498,4.12872684,2906.464987000001,71.9999999887065,28.00000000314336,42274.11021931258,162.3392792135516,19.000000002133,20.000000002245255,30,5306,4402,maindps,BOS,16.786894520885294,5.088710185773592,9530.529032559829,18.26901433648566,4.32832820399133,4.152855438964656,10258.002144813538,286.99999999999994,86.99999999999999,162940.31209534404,312.3393137454986,73.99999999999999,71.00000000000001
29,29.0,29.0,29.0,8892.0,4408.0,mainsupport,CoMa,SHD,11.06000489,4.078376803,3400.6385909999995,5583.421757,2.9032512839999995,1.866375825,8679.923829000001,159.99999998927922,58.99999999333424,49195.47323306314,80772.79259323559,42.00000000261075,26.999999995478397,31,8892,4408,mainsupport,SHD,13.278311893859149,3.847692651061458,3812.280221877236,5456.198225728403,2.904630726781689,2.3765160491850184,15905.636325478557,352.00000000000006,102.0,101061.23796665668,144640.5078302622,77.00000000000001,63.00000000000002
30,30.0,30.0,30.0,4138.0,4525.0,offtank,coolmatt,HOU,19.27529338,4.72790215,8909.241195,1.9052523380000002,4.72790215,5.000665736,6599.121346,211.99999999061748,51.99999999977383,97988.60624431176,20.954985622020345,51.99999999977383,55.000000004414005,32,4138,4525,offtank,HOU,18.949333181435005,4.700609781441242,8567.228595815897,1.5390814120111072,4.259927614431127,4.774056809276262,8169.152894079685,257.99999999999994,64.0,116645.00046291947,20.95498561859131,58.00000000000002,65.00000000000001
31,31.0,31.0,31.0,8784.0,7697.0,maindps,Corey,WAS,8.881028823,5.512362717999999,8879.73514,0.0,4.287393225,3.368666105,5877.697397,86.99999999271513,53.999999998180726,86987.32686404572,0.0,41.99999999749656,32.999999994534384,33,8784,7697,maindps,WAS,11.715298975178428,5.729753210567615,9762.398290184448,0.0,4.4507904403516285,3.8368883106479563,11728.253823578358,229.00000000000003,112.0,190826.4751235843,0.0,86.99999999999999,74.99999999999999
32,32.0,32.0,32.0,3577.0,4405.0,mainsupport,Custa,VAL,14.44798016,4.514993799999999,4927.264929,5851.685291,3.499120195,1.918872365,5315.621917,127.99999999146195,39.999999997331855,43652.46241242975,51842.24430704353,30.999999997932196,16.999999998866038,34,3577,4405,mainsupport,VAL,14.447980160614295,4.514993800191967,4927.26492850935,5851.685290804381,3.4991201951487745,1.918872365081585,5315.621917128563,128.0,39.99999999999999,43652.462409138665,51842.24430656434,31.0,16.999999999999996
33,33.0,33.0,33.0,8701.0,7698.0,offtank,Daco,ATL,22.20438447,3.073271207,7094.656267,0.594293793,2.151289845,5.992878855,7809.268489,288.99999993202005,39.99999999162683,92340.1260436158,7.7349996514719805,27.999999995440326,78.00000000124317,35,8701,7698,offtank,ATL,23.387346700507887,2.824558780254576,7282.004320406355,0.4369592239106768,2.203155848598569,6.1575381409549745,10621.127876579762,414.00000000000006,50.00000000000001,128905.16514140368,7.734999656677246,39.0,109.00000000000004
34,34.0,34.0,34.0,8711.0,7698.0,maindps,dafran,ATL,21.13339424,5.4811209660000015,10662.477640000001,38.33548275,4.97256335,7.9674026410000005,10618.26593,374.0000000730837,97.00000001914415,188695.03842366464,678.4272506573792,88.0000000067861,141.0000000225372,36,8711,7698,maindps,ATL,22.83264605811468,5.315292098548965,10856.996795528055,35.29479832571487,4.991752579506853,8.504467357678344,12981.41263371706,493.99999999999983,115.0,234898.59227615586,763.6272348165512,107.99999999999996,184.0
35,35.0,35.0,35.0,4489.0,4525.0,maindps,Danteh,HOU,18.15345218,4.344783579,9997.699854999999,518.3889735,5.033066127,5.119101445,13947.76032,421.9999999787025,101.00000000360627,232409.20221473128,12050.60859151472,117.00000002351112,119.00000001437613,37,4489,4525,maindps,HOU,18.560664020005415,4.165920581644501,9435.210657271282,451.0207356522725,4.984226410181813,5.281792166013566,16130.888403415682,499.0,112.0,253663.8836252689,12125.608590722086,133.99999999999997,142.00000000000003
36,36.0,36.0,36.0,8895.0,4408.0,maindps,DDing,SHD,17.58169329,3.3750571939999996,7605.157895,2010.8540920000007,5.023340939,5.258810046000001,7644.314901999999,224.00000003190067,43.00000000532751,96893.70304801909,25619.336502038805,63.99999999637394,67.00000000237519,38,8895,4408,maindps,SHD,18.76134657703291,3.1470645871151985,7687.262318216482,1059.2116560371949,4.59955593501452,5.4871895365085495,14871.000802338125,465.0,78.00000000000003,190528.80683663487,26252.5623112917,114.0,136.0
37,37.0,37.0,37.0,8893.0,4408.0,maindps,diem,SHD,18.72867786,4.90677538,9728.359569,52.57721723,5.18321343,7.740265389,8681.872859000001,270.99999999614704,70.99999999471903,140767.30150782346,760.7811921181404,75.00000000053552,112.00000000369366,40,8893,4408,maindps,SHD,19.83959180240095,4.601578326792615,9980.372501096588,28.695034793725124,4.790167602480837,7.619006737804166,15907.585354745388,526.0,122.0,264606.0457222461,760.7811920642853,127.0,202.0
38,38.0,38.0,38.0,9251.0,7698.0,flexsupport,Dogman,ATL,18.30732981,5.662060767000001,6703.494792,7418.957673000001,4.435280934,5.473325407999999,6358.109084000002,193.99999994790835,59.999999994704545,71035.91855260318,78617.5702908547,46.99999999426234,57.999999993821355,41,9251,7698,flexsupport,ATL,19.367569316361912,5.2999091710314685,7067.6838814297935,7799.8803812059095,4.449306464569628,6.019649922653026,9169.968471467497,296.00000000000006,81.0,108017.39726501703,119207.76196146011,68.0,92.0
39,39.0,39.0,39.0,4616.0,4523.0,maindps,EFFECT,DAL,13.17206182,6.1469621839999995,9168.783912,8.554601402000001,4.6102216380000005,4.6102216380000005,5466.114642000001,119.99999996605196,55.99999999630451,83529.37331786209,77.9340532999099,41.999999997228386,41.999999997228386,42,4616,4523,maindps,DAL,13.172061822806649,6.146962183976438,9168.783911559944,8.554601401611384,4.6102216379823275,4.6102216379823275,5466.114642381668,120.0,56.0,83529.37331968546,77.9340533018112,42.00000000000001,42.00000000000001
40,40.0,40.0,40.0,8722.0,7699.0,flexdps,Eileen,GZC,16.50770822,3.763415345,6474.6029899999985,2678.61512,4.704269181,5.046397849,7014.904702,193.00000001953683,43.999999998699074,75697.87159689041,31317.049666893825,54.99999999545097,58.9999999985213,43,8722,7699,flexdps,GZC,17.232554390527934,3.657521748193685,6525.956246638824,3486.9623906109705,4.853250012026235,5.1345978388103655,8530.366228282452,245.0,52.00000000000002,92781.32795596123,49575.110360264785,69.0,73.00000000000001
41,41.0,41.0,41.0,5175.0,4524.0,flexsupport,Elk,PHI,13.06476629,5.475674108,6413.144662,7953.25943,4.226836154,4.034707238,6245.806329,135.9999999683131,56.999999998813045,66758.76586452028,82790.8634734549,44.000000003832035,42.00000000460419,44,5175,4524,flexsupport,PHI,13.064766293642455,5.475674108364852,6413.144661552365,7953.259430291814,4.2268361538255,4.034707237742523,6245.806328713894,136.00000000000003,57.0,66758.76585680246,82790.86347270013,44.00000000000002,42.0
42,42.0,42.0,42.0,8787.0,7692.0,offtank,Elsa,CDH,17.88707123,3.8956504819999997,7030.704751,70.59268334,2.962889099,6.309856415,10935.27261,326.00000015756336,71.00000002324651,128137.78848767866,1286.5837276571754,54.00000001793713,115.00000004663714,45,8787,7692,offtank,CDH,17.36653260919345,3.845144689626773,7253.234842681645,59.108277564609814,3.2958383053943767,5.9156072148104215,14199.725733935833,411.0,91.0,171656.57574984428,1398.8688833713534,78.0,140.00000000000003
43,43.0,43.0,43.0,4634.0,7695.0,offtank,Envy,TOR,20.22932331,4.2745007489999995,7386.293906,249.73284759999999,3.379837802,5.914716153,12071.5852,406.999999791685,85.99999996502886,148607.12699753296,5024.452245070026,67.99999998170621,118.99999995792619,46,4634,7695,offtank,TOR,19.68113541320068,4.170836643857096,7607.034681746972,169.45497470863413,3.519143418254425,6.451762933466448,18413.571798145767,604.0,127.99999999999994,233454.4654722213,5200.45223891735,107.99999999999996,198.0
44,44.0,44.0,44.0,4083.0,4524.0,flexdps,eqo,PHI,18.14133073,5.304222006,5644.191269,8214.074383,4.27903624,3.3429970630000003,13460.975030000001,406.9999999458361,118.99999996057085,126627.19622758836,184282.41694020946,95.99999996517514,74.99999998401056,47,4083,4524,flexdps,PHI,18.678016452107567,5.012054607804926,5666.041184355289,8426.927377840555,4.3630115650675965,3.7500264691490095,16639.88254839182,518.0,139.0,157137.0997033715,233705.13635182378,120.99999999999996,104.0
45,45.0,45.0,45.0,8692.0,7698.0,flexdps,Erster,ATL,21.37297628,4.150092482,6121.855498,5767.536851,4.565101731,5.464288435,8674.505484000001,308.9999999171032,59.99999999036029,88506.78181609426,83384.21673861933,66.00000000096233,78.99999999260879,48,8692,7698,flexdps,ATL,23.976253852363435,3.9699243851407866,6644.298608554791,6340.036513014145,4.857933787080173,6.111594119229896,11486.364871501924,459.00000000000006,76.00000000000001,127198.06355512145,121373.28781187539,93.0,117.00000000000004
46,46.0,46.0,46.0,8684.0,7697.0,mainsupport,Fahzix,WAS,7.70253416,3.6485688130000002,4603.356347999998,6901.28565,3.5134366339999996,1.0810574259999999,4440.097154,57.0000000040063,27.00000000462409,34065.58236600437,51070.63128917673,25.99999999897123,8.000000000821942,49,8684,7697,mainsupport,WAS,7.987830837161739,4.4312054279145405,4447.137785237972,7065.5761734725575,3.265098736358083,1.1661066915564582,10290.653579890728,137.0,75.99999999999999,76273.25728321077,121182.32790589335,56.0,20.0
47,47.0,47.0,47.0,4636.0,4405.0,maintank,Fate,VAL,14.7856036,6.351204295,7976.835078,0.0,4.522057458,4.369628555,11808.78405,290.9999999355043,124.99999996181248,156994.5380642782,0.0,88.99999997202326,85.99999997451425,50,4636,4405,maintank,VAL,14.14706460293165,6.553419632240398,8094.640522358451,0.0,4.7156882009772145,3.8835079302165316,17303.943034887314,408.0,189.00000000000003,233448.66414463523,0.0,135.99999999999997,112.0
48,48.0,48.0,48.0,5864.0,7694.0,offtank,Finnsi,PAR,23.31688764,3.4261549189999996,6922.6954209999985,0.0,4.1875226780000006,6.757138867,6304.443469,244.99999999900803,36.000000004786294,72739.56989133275,0.0,43.99999999767749,70.99999999864035,51,5864,7694,offtank,PAR,21.390250310574967,3.75152082370084,6870.787576102819,0.0,4.080601597709686,6.120902396564528,9116.30285614729,325.00000000000006,56.99999999999999,104393.63400667906,0.0,62.00000000000001,93.0
49,49.0,49.0,49.0,4657.0,4409.0,maintank,Fissure,SEO,17.17236807,5.370267832000001,7974.901068000001,0.0,4.3087032610000024,6.244497479,9608.45932,275.00000004776984,86.00000000212765,127710.8541548376,0.0,69.00000000878309,100.00000000135674,52,4657,4409,maintank,SEO,15.99476412196154,5.701482904718348,8093.900123181617,0.0,4.4387383687740165,5.012713157839621,15680.13120341301,418.0,149.0,211522.35979801413,0.0,116.00000000000004,131.0
50,50.0,50.0,50.0,4631.0,4409.0,maindps,Fleta,SEO,20.23012521,4.308267407,10576.97638,529.9096857,3.9960741160000004,7.11800702,9609.431376999999,323.9999999226879,69.00000000222039,169397.88116626648,8486.884601236312,63.99999999184657,113.99999999949043,53,4631,4409,maindps,SEO,19.363291475423114,4.439015437053518,10457.456555339711,685.4067506941374,4.209411190309373,6.888127402324427,15679.152502834795,506.0,115.99999999999996,273273.426871568,17910.99495100975,110.0,179.99999999999997
51,51.0,51.0,51.0,4659.0,4410.0,offtank,Fury,LDN,19.59510902,2.515915232,6886.406284999999,22.57663377,3.193277025,6.338171064,12401.053740000001,404.9999999969645,51.99999999552761,142331.15735959788,466.6234144167813,65.99999998955387,130.99999996329495,54,4659,4410,offtank,LDN,19.913873881126595,2.7190097029999767,7205.18919867045,17.869768897425423,3.3317442839577183,6.6634885679154365,15667.468914508818,519.9999999999999,70.99999999999997,188145.12965554,466.6234145164489,86.99999999999996,173.99999999999991
52,52.0,52.0,52.0,8203.0,4402.0,maintank,Fusions,BOS,13.27413047,7.130104366,7635.748340999998,0.0,4.323573924,4.475278272,7910.122644,175.0000000169289,93.99999999929979,100666.17642671586,0.0,56.99999999873389,58.999999995913974,55,8203,4402,maintank,BOS,14.3496842960801,6.840671417857362,8177.8022802411415,0.0,4.4818192048031,4.835647036761238,15261.659802496433,365.0,173.99999999999997,208011.39388853317,0.0,114.0,122.99999999999996
53,53.0,53.0,53.0,4606.0,4408.0,maintank,Gamsu,SHD,18.24354412,6.2643494870000005,7185.242481,0.0,4.176232991,6.594052091,5459.465515,165.9999999908684,56.99999999697407,65379.305903220906,0.0,37.99999999494968,59.9999999915469,56,4606,4408,maintank,SHD,16.981746564524087,6.527802300569147,7045.47847749885,0.0,4.162656539493369,5.912864402689445,12684.207668602468,359.00000000000006,138.0,148943.85355544093,0.0,88.00000000000001,125.0
