,0,1,2,3,4,5,6,7,8,9,10,11,12,13
161,34,1/7/19,Nepal,KARIV,zarya,819.0,11,7,11,8.06,5.13,8.06,"[82.35, 66.19, 55.32, 56.9, 57.15, 40.68, 56.85, 59.34, 37.96, 117.33, 52.49]","[30.387, 0.0, 0.0, 3.83, 0.0, 0.0, 0.0, 0.0, 2.0, 5.03, 0.0]"
162,34,1/7/19,Nepal,CUSTA,lucio,819.0,2,7,4,1.47,5.13,2.93,"[118.26, 59.61, 114.06, 71.1]","[37.516, 84.58, 14.77, 43.98]"
163,34,1/7/19,Nepal,IZAYAKI,zenyatta,819.0,4,8,8,2.93,5.86,5.86,"[69.06, 77.49, 86.56, 45.72, 81.43, 57.73, 36.84, 84.79]","[11.767, 4.512, 0.0, 65.65, 0.0, 15.82, 0.0, 91.48]"
164,35,1/7/19,Hollywood,SUPER,hammond,35.74,0,1,0,0.0,16.79,N/A,N/A,N/A
165,35,1/7/19,Hollywood,SUPER,reinhardt,874.26,16,9,9,10.98,6.18,6.18,"[76.26, 46.49, 63.29, 83.94, 82.56, 30.63, 72.26, 64.79, 49.06]","[67.423, 0.0, 5.006, 3.656, 48.59, 19.57, 8.52, 2.01, 44.74]"
166,35,1/7/19,Hollywood,NEVIX,dva,846.0,10,5,0,7.09,3.55,N/A,N/A,N/A
167,35,1/7/19,Hollywood,NEVIX,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
168,35,1/7/19,Hollywood,SINATRAA,zarya,910.0,14,5,10,9.23,3.3,6.59,"[52.37, 67.55, 59.26, 38.55, 19.4, 104.83, 48.29, 62.68, 47.75, 65.09]","[24.865, 40.862, 9.537, 45.82, 0.0, 14.16, 0.0, 37.2, 0.0, 20.05]"
169,35,1/7/19,Hollywood,ARCHITECT,brigitte,846.0,6,7,9,4.26,4.96,6.38,"[60.53, 89.37, 72.8, 102.43, 57.79, 78.83, 122.96, 49.76, 51.56]","[15.22, 25.082, 0.0, 4.018, 2.54, 0.0, 0.0, 0.51, 0.0]"
170,35,1/7/19,Hollywood,ARCHITECT,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
171,35,1/7/19,Hollywood,MOTH,lucio,846.0,6,7,5,4.26,4.96,3.55,"[103.9, 86.72, 127.63, 97.81, 91.97]","[36.246, 25.579, 7.53, 10.62, 6.66]"
172,35,1/7/19,Hollywood,MOTH,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
173,35,1/7/19,Hollywood,SLEEPY,zenyatta,846.0,10,5,8,7.09,3.55,5.67,"[51.86, 70.11, 61.77, 72.71, 87.59, 115.47, 63.82, 87.98]","[28.887, 39.814, 0.0, 14.714, 33.93, 13.11, 7.0, 4.52]"
174,35,1/7/19,Hollywood,SLEEPY,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
175,35,1/7/19,Hollywood,FATE,reinhardt,846.0,11,13,9,7.8,9.22,6.38,"[82.78, 63.03, 46.93, 58.24, 82.42, 129.63, 73.26, 61.23, 49.06]","[0.0, 0.0, 3.019, 3.002, 3.022, 11.03, 28.65, 19.12, 0.0]"
176,35,1/7/19,Hollywood,FATE,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
177,35,1/7/19,Hollywood,SPACE.,dva,846.0,5,9,0,3.55,6.38,N/A,N/A,N/A
178,35,1/7/19,Hollywood,SPACE.,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
179,35,1/7/19,Hollywood,AGILITIES,brigitte,910.0,3,11,9,1.98,7.25,5.93,"[78.77, 112.98, 64.27, 44.09, 104.83, 44.89, 23.04, 38.69, 94.01]","[0.0, 0.502, 0.0, 33.627, 0.0, 56.2, 0.0, 31.66, 15.16]"
180,35,1/7/19,Hollywood,KARIV,zarya,846.0,8,11,8,5.67,7.8,5.67,"[82.78, 106.45, 56.26, 49.1, 117.98, 78.89, 54.21, 96.59]","[0.0, 0.0, 6.513, 39.811, 2.01, 8.52, 0.0, 0.0]"
181,35,1/7/19,Hollywood,KARIV,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
182,35,1/7/19,Hollywood,CUSTA,lucio,910.0,5,9,4,3.3,5.93,2.64,"[148.81, 101.84, 112.47, 111.43]","[47.901, 73.804, 19.67, 20.55]"
183,35,1/7/19,Hollywood,IZAYAKI,zenyatta,846.0,6,10,8,4.26,7.09,5.67,"[78.26, 100.93, 71.31, 58.66, 101.85, 43.75, 58.8, 84.01]","[0.0, 8.516, 0.0, 23.751, 20.17, 85.84, 5.51, 2.5]"
184,35,1/7/19,Hollywood,IZAYAKI,unknown,64.0,0,0,0,0.0,0.0,N/A,N/A,N/A
185,36,1/7/19,Temple of Anubis,SUPER,winston,627.33,6,5,7,5.74,4.78,6.7,"[2.47, 81.84, 54.21, 105.35, 30.59, 67.1, 89.37]","[0.0, 0.0, 0.0, 18.56, 0.0, 20.06, 2.5]"
186,36,1/7/19,Temple of Anubis,SUPER,orisa,252.16,2,3,1,4.76,7.14,2.38,[100.72],[46.767]
187,36,1/7/19,Temple of Anubis,SUPER,reinhardt,138.51,0,1,2,0.0,4.33,8.66,"[22.83, 104.05]","[0.0, 0.0]"
188,36,1/7/19,Temple of Anubis,NEVIX,dva,952.13,15,6,0,9.45,3.78,N/A,N/A,N/A
189,36,1/7/19,Temple of Anubis,NEVIX,zarya,65.87,0,1,0,0.0,9.11,N/A,N/A,N/A
190,36,1/7/19,Temple of Anubis,SINATRAA,zarya,576.9200000000001,6,4,5,6.24,4.16,5.2,"[44.61, 58.84, 86.05, 79.19, 57.92]","[0.0, 7.023, 0.0, 12.02, 91.36]"
191,36,1/7/19,Temple of Anubis,SINATRAA,ashe,207.08,4,2,0,11.59,5.79,N/A,N/A,N/A
192,36,1/7/19,Temple of Anubis,SINATRAA,tracer,168.24,1,1,2,3.57,3.57,7.13,"[93.32, 22.57]","[0.502, 0.0]"
193,36,1/7/19,Temple of Anubis,SINATRAA,junkrat,65.76,2,2,1,18.25,18.25,9.12,[34.16],[27.558]
194,36,1/7/19,Temple of Anubis,ARCHITECT,brigitte,616.8,4,6,6,3.89,5.84,5.84,"[4.43, 78.83, 8.51, 126.37, 50.03, 61.8]","[0.0, 0.0, 0.0, 0.0, 0.0, 69.79]"
195,36,1/7/19,Temple of Anubis,ARCHITECT,tracer,42.47,0,0,0,0.0,0.0,N/A,N/A,N/A
196,36,1/7/19,Temple of Anubis,ARCHITECT,junkrat,173.55,4,2,2,13.83,6.91,6.91,"[102.69, 57.4]","[5.522, 0.0]"
197,36,1/7/19,Temple of Anubis,ARCHITECT,widowmaker,185.18,5,1,2,16.2,3.24,6.48,"[63.25, 91.83]","[2.493, 0.0]"
198,36,1/7/19,Temple of Anubis,MOTH,ana,86.48,0,2,1,0.0,13.88,6.94,[1.98],[0.0]
199,36,1/7/19,Temple of Anubis,MOTH,mercy,447.52,0,3,3,0.0,4.02,4.02,"[71.97, 85.82, 28.6]","[77.014, 65.69, 0.0]"
200,36,1/7/19,Temple of Anubis,MOTH,lucio,484.0,1,3,4,1.24,3.72,4.96,"[86.84, 76.34, 106.95, 107.49]","[0.0, 3.51, 0.0, 32.58]"
201,36,1/7/19,Temple of Anubis,SLEEPY,zenyatta,1018.0,6,5,10,3.54,2.95,5.89,"[71.97, 63.24, 44.11, 74.88, 73.28, 117.45, 64.18, 44.68, 51.0, 53.54]","[78.719, 40.74, 0.0, 6.01, 16.04, 9.54, 9.55, 9.53, 0.0, 81.34]"
202,36,1/7/19,Temple of Anubis,FATE,winston,701.4100000000001,6,8,5,5.13,6.84,4.28,"[99.23, 136.65, 47.62, 152.54, 75.85]","[7.509, 18.661, 29.71, 3.53, 26.09]"
203,36,1/7/19,Temple of Anubis,FATE,reinhardt,316.59000000000003,1,2,5,1.9,3.79,9.48,"[2.51, 31.62, 1.94, 41.37, 112.35]","[0.0, 0.0, 0.0, 0.49, 30.09]"
204,36,1/7/19,Temple of Anubis,SPACE.,dva,1018.0,13,7,0,7.66,4.13,N/A,N/A,N/A
205,36,1/7/19,Temple of Anubis,AGILITIES,genji,126.45,4,0,3,18.98,0.0,14.23,"[12.12, 63.15, 35.86]","[0.0, 3.003, 0.0]"
206,36,1/7/19,Temple of Anubis,AGILITIES,brigitte,891.55,5,10,7,3.36,6.73,4.71,"[140.37, 48.12, 153.04, 35.96, 57.32, 72.48, 118.14]","[0.0, 0.0, 0.0, 37.67, 0.0, 0.0, 0.0]"
207,36,1/7/19,Temple of Anubis,KARIV,widowmaker,133.43,0,0,2,0.0,0.0,8.99,"[14.15, 82.01]","[0.0, 0.0]"
208,36,1/7/19,Temple of Anubis,KARIV,zarya,884.5699999999999,4,10,7,2.71,6.78,4.75,"[113.6, 85.34, 158.08, 77.79, 101.52, 35.56, 90.44]","[33.73, 0.0, 14.54, 0.0, 0.0, 0.0, 4.53]"
209,36,1/7/19,Temple of Anubis,CUSTA,lucio,1018.0,2,9,7,1.18,5.3,4.13,"[148.61, 34.75, 61.59, 73.81, 122.44, 70.52, 88.03]","[4.92, 0.0, 0.0, 5.01, 50.15, 60.15, 111.42]"
210,36,1/7/19,Temple of Anubis,IZAYAKI,zenyatta,1018.0,11,10,7,6.48,5.89,4.13,"[120.54, 85.23, 44.61, 105.88, 70.52, 84.52, 39.44]","[47.049, 10.082, 2.5, 111.89, 18.04, 7.53, 97.39]"
211,37,1/7/19,King's Row,SUPER,unknown,765.0,0,0,8,0.0,0.0,6.27,"[16.05, 55.31, 83.98, 38.16, 115.19, 45.74, 86.99, 102.27]","[24.576, 43.113, 7.543, 0.0, 20.06, 0.0, 28.3, 6.25]"
212,37,1/7/19,King's Row,CHOIHYDBIN,dva,274.0,5,0,0,10.95,0.0,N/A,N/A,N/A
213,37,1/7/19,King's Row,CHOIHYDBIN,unknown,491.0,0,0,0,0.0,0.0,N/A,N/A,N/A
214,37,1/7/19,King's Row,@UNKNOWN_BLUE#0,reinhardt,92.38,5,2,1,32.47,12.99,6.49,[3.98],[4.518]
215,37,1/7/19,King's Row,@UNKNOWN_BLUE#0,moira,19.3,1,0,0,31.09,0.0,N/A,N/A,N/A
216,37,1/7/19,King's Row,@UNKNOWN_BLUE#0,zarya,162.32,0,0,1,0.0,0.0,3.7,[84.87],[97.079]
217,37,1/7/19,King's Row,@UNKNOWN_BLUE#0,unknown,491.0,0,0,4,0.0,0.0,4.89,"[168.41, 98.72, 41.91, 88.55]","[5.53, 28.461, 2.536, 0.0]"
218,37,1/7/19,King's Row,STRIKER,brigitte,274.0,3,1,2,6.57,2.19,4.38,"[62.72, 102.24]","[23.655, 15.554]"
219,37,1/7/19,King's Row,STRIKER,unknown,491.0,0,0,4,0.0,0.0,4.89,"[170.42, 74.56, 82.93, 92.57]","[0.0, 5.025, 3.057, 0.0]"
220,37,1/7/19,King's Row,MOTH,lucio,274.0,2,0,1,4.38,0.0,2.19,[140.05],[36.838]
221,37,1/7/19,King's Row,MOTH,unknown,491.0,0,0,2,0.0,0.0,2.44,"[178.44, 120.78]","[120.161, 22.55]"
222,37,1/7/19,King's Row,SLEEPY,unknown,765.0,0,0,8,0.0,0.0,6.27,"[67.24, 81.62, 63.81, 94.24, 93.42, 76.82, 70.39, 78.34]","[20.643, 6.874, 0.0, 0.5, 7.16, 0.0, 3.04, 18.04]"
223,37,1/7/19,King's Row,KUKI,reinhardt,274.0,1,4,1,2.19,8.76,2.19,[91.93],[129.083]
224,37,1/7/19,King's Row,KUKI,unknown,491.0,0,0,7,0.0,0.0,8.55,"[116.99, 28.84, 20.06, 32.0, 59.21, 65.87, 110.74]","[0.0, 0.0, 0.0, 0.509, 14.53, 0.0, 24.096]"
225,37,1/7/19,King's Row,SPACE,dva,274.0,1,0,0,2.19,0.0,N/A,N/A,N/A
226,37,1/7/19,King's Row,SPACE,unknown,491.0,0,0,0,0.0,0.0,N/A,N/A,N/A
227,37,1/7/19,King's Row,BUNNY,zarya,274.0,1,5,2,2.19,10.95,4.38,"[88.38, 61.3]","[87.008, 0.0]"
228,37,1/7/19,King's Row,BUNNY,unknown,491.0,0,0,5,0.0,0.0,6.11,"[69.11, 30.91, 57.31, 63.81, 80.87]","[28.132, 0.0, 6.834, 87.429, 19.07]"
229,37,1/7/19,King's Row,KSF,brigitte,274.0,0,5,2,0.0,10.95,4.38,"[138.04, 93.03]","[0.0, 0.0]"
230,37,1/7/19,King's Row,KSF,unknown,491.0,0,0,5,0.0,0.0,6.11,"[70.62, 30.79, 74.32, 76.83, 130.55]","[20.09, 0.0, 0.0, 0.0, 19.206]"
231,37,1/7/19,King's Row,CUSTA,unknown,765.0,0,0,4,0.0,0.0,3.14,"[112.48, 92.23, 149.68, 94.46]","[111.057, 0.5, 62.22, 39.27]"
232,37,1/7/19,King's Row,IZAYAKI,zenyatta,274.0,0,2,2,0.0,4.38,4.38,"[90.93, 67.89]","[48.619, 16.102]"
233,37,1/7/19,King's Row,IZAYAKI,unknown,491.0,0,0,3,0.0,0.0,3.67,"[88.72, 102.9, 49.6]","[88.218, 22.288, 85.535]"
234,38,1/7/19,Rialto,KUKI,reinhardt,936.0,4,9,6,2.56,5.77,3.85,"[60.84, 100.59, 125.95, 97.18, 84.51, 86.84]","[3.516, 45.149, 14.675, 42.34, 0.0, 64.19]"
235,38,1/7/19,Rialto,SPACE,dva,936.0,7,6,0,4.49,3.85,N/A,N/A,N/A
236,38,1/7/19,Rialto,BUNNY,zarya,936.0,8,11,9,5.13,7.05,5.77,"[131.29, 87.92, 71.42, 68.88, 55.95, 75.96, 148.58, 73.38, 50.79]","[0.0, 37.815, 10.62, 25.26, 0.51, 7.53, 27.57, 4.01, 0.0]"
237,38,1/7/19,Rialto,KSF,brigitte,936.0,5,9,8,3.21,5.77,5.13,"[58.83, 92.9, 111.3, 97.68, 65.05, 54.33, 68.76, 106.09]","[60.368, 0.0, 8.131, 0.0, 24.56, 108.33, 0.0, 0.0]"
238,38,1/7/19,Rialto,CUSTA,lucio,936.0,0,8,3,0.0,5.13,1.92,"[182.05, 112.3, 125.7]","[120.695, 28.23, 214.2]"
239,38,1/7/19,Rialto,IZAYAKI,zenyatta,936.0,6,9,8,3.85,5.77,5.13,"[53.31, 111.13, 59.82, 59.49, 69.38, 99.29, 85.84, 86.97]","[2.506, 0.0, 71.499, 0.0, 25.29, 28.56, 121.37, 16.1]"
240,38,1/7/19,Rialto,SMURF,reinhardt,936.0,14,5,10,8.97,3.21,6.41,"[55.32, 42.28, 42.2, 120.3, 58.03, 97.68, 72.46, 80.81, 84.87, 43.77]","[0.0, 40.199, 3.008, 0.507, 3.004, 53.89, 3.52, 67.7, 26.63, 0.0]"
241,38,1/7/19,Rialto,CHOIHYOBIN,dva,936.0,17,3,0,10.9,1.92,N/A,N/A,N/A
242,38,1/7/19,Rialto,@UNKNOWN_RED#0,zarya,752.45,8,5,8,6.38,3.99,6.38,"[11.04, 104.24, 63.56, 69.88, 76.98, 58.24, 74.29, 104.6]","[0.0, 2.5, 6.08, 69.12, 5.02, 45.11, 29.09, 0.0]"
243,38,1/7/19,Rialto,@UNKNOWN_RED#0,hammond,169.94,2,1,2,7.06,3.53,7.06,"[56.35, 123.22]","[0.0, 28.101]"
244,38,1/7/19,Rialto,@UNKNOWN_RED#0,bastion,13.61,0,0,0,0.0,0.0,N/A,N/A,N/A
245,38,1/7/19,Rialto,STRIKER,brigitte,936.0,4,4,11,2.56,2.56,7.05,"[67.87, 104.1, 49.74, 3.01, 60.53, 62.05, 114.31, 90.59, 154.11, 95.93, 52.83]","[0.0, 6.055, 0.0, 0.0, 12.03, 0.0, 17.64, 0.0, 0.0, 0.0, 0.0]"
246,38,1/7/19,Rialto,MOTH,lucio,936.0,2,4,6,1.28,2.56,3.85,"[136.33, 147.39, 95.68, 115.84, 144.56, 123.07]","[0.0, 16.609, 0.0, 15.54, 5.53, 0.0]"
247,38,1/7/19,Rialto,VIOL2T,zenyatta,727.52,4,8,5,3.3,6.6,4.12,"[61.35, 164.4, 4.0, 68.95, 84.84]","[0.0, 117.252, 0.0, 10.53, 160.54]"
248,38,1/7/19,Rialto,VIOL2T,ana,103.2,0,1,0,0.0,5.81,N/A,N/A,N/A
249,38,1/7/19,Rialto,VIOL2T,moira,105.28,0,0,1,0.0,0.0,5.7,[65.37],[26.761]
250,39,1/7/19,Ilios,SMURE,winston,430.37,11,0,3,15.34,0.0,4.18,"[65.05, 82.43, 90.09]","[38.994, 0.0, 13.75]"
251,39,1/7/19,Ilios,SMURE,reinhardt,211.63,1,4,2,2.84,11.34,5.67,"[20.42, 117.99]","[0.0, 3.401]"
252,39,1/7/19,Ilios,CHOIHYOBIN,unknown,376.0,0,0,0,0.0,0.0,N/A,N/A,N/A
253,39,1/7/19,Ilios,CHOIHYOBIN,dva,266.0,0,4,0,0.0,9.02,N/A,N/A,N/A
254,39,1/7/19,Ilios,SINATRAA,zarya,425.2,8,0,4,11.29,0.0,5.64,"[61.39, 89.62, 78.74, 62.02]","[0.0, 0.0, 10.28, 0.0]"
255,39,1/7/19,Ilios,SINATRAA,mccree,216.8,3,3,3,8.3,8.3,8.3,"[79.36, 113.32, 69.88]","[0.0, 0.0, 5.97]"
256,39,1/7/19,Ilios,ARCHITECT,brigitte,563.4,5,2,3,5.32,2.13,3.19,"[101.7, 171.99, 104.89]","[0.0, 0.0, 0.0]"
257,39,1/7/19,Ilios,ARCHITECT,sombra,78.6,1,1,1,7.63,7.63,7.63,[3.01],[0.0]
258,39,1/7/19,Ilios,MOTH,lucio,642.0,6,5,3,5.61,4.67,2.8,"[56.61, 97.13, 119.87]","[96.173, 54.89, 24.68]"
259,39,1/7/19,Ilios,SLEEPY,zenyatta,200.0,3,1,2,9.0,3.0,6.0,"[31.41, 74.05]","[81.729, 12.107]"
260,39,1/7/19,Ilios,SLEEPY,ana,212.61,0,2,3,0.0,5.64,8.47,"[84.7, 100.29, 16.09]","[0.0, 0.0, 0.0]"
261,39,1/7/19,Ilios,SLEEPY,moira,229.39,3,0,3,7.85,0.0,7.85,"[51.2, 57.62, 94.93]","[3.003, 0.0, 0.0]"
262,39,1/7/19,Ilios,SWON,winston,200.0,0,3,1,0.0,9.0,3.0,[34.28],[141.797]
263,39,1/7/19,Ilios,SWON,hammond,442.0,1,4,2,1.36,5.43,2.71,"[58.4, 89.52]","[101.855, 11.74]"
264,39,1/7/19,Ilios,APPLY,tracer,48.21,0,1,1,0.0,12.45,12.45,[153.69],[0.0]
265,39,1/7/19,Ilios,APPLY,genji,199.68,0,6,0,0.0,18.03,N/A,N/A,N/A
266,39,1/7/19,Ilios,APPLY,pharah,266.0,7,1,2,15.79,2.26,4.51,"[67.32, 45.42]","[85.152, 30.471]"
267,39,1/7/19,Ilios,APPLY,reaper,128.11,0,2,1,0.0,9.37,4.68,[74.55],[0.0]
268,39,1/7/19,Ilios,SAYAPLAYER,s76,200.0,1,5,0,3.0,15.0,N/A,N/A,N/A
269,39,1/7/19,Ilios,SAYAPLAYER,tracer,266.0,7,2,3,15.79,4.51,6.77,"[60.79, 72.54, 55.0]","[45.145, 4.317, 0.505]"
270,39,1/7/19,Ilios,SAYAPLAYER,widowmaker,176.0,2,3,2,6.82,10.23,6.82,"[31.55, 83.7]","[9.156, 0.0]"
271,39,1/7/19,Ilios,TVIQ,unknown,642.0,0,0,6,0.0,0.0,5.61,"[15.27, 49.23, 25.02, 62.3, 155.44, 94.64]","[5.556, 29.949, 0.0, 0.0, 6.72, 0.0]"
272,39,1/7/19,Ilios,HAGOPEUN,zenyatta,642.0,3,9,3,2.8,8.41,2.8,"[97.78, 58.86, 96.66]","[0.0, 105.49, 3.12]"
273,39,1/7/19,Ilios,KRIS,mercy,574.27,0,5,2,0.0,5.22,2.09,"[151.01, 232.4]","[0.0, 0.0]"
274,39,1/7/19,Ilios,KRIS,lucio,67.73,0,2,1,0.0,17.72,8.86,[121.89],[0.0]
275,40,1/7/19,Dorado,SMURF,reinhardt,80.82,0,1,1,0.0,7.42,7.42,[2.0],[0.0]
276,40,1/7/19,Dorado,SMURF,winston,607.28,3,8,5,2.96,7.9,4.94,"[106.14, 132.58, 110.42, 86.47, 101.25]","[0.0, 15.489, 40.36, 0.51, 16.98]"
277,40,1/7/19,Dorado,SMURF,orisa,102.9,0,0,0,0.0,0.0,N/A,N/A,N/A
278,40,1/7/19,Dorado,NEVIX,dva,791.0,3,10,0,2.28,7.59,N/A,N/A,N/A
279,40,1/7/19,Dorado,6ABY8RY,hammond,43.94,0,2,1,0.0,27.31,13.65,[18.01],[0.0]
280,40,1/7/19,Dorado,6ABY8RY,brigitte,442.89,0,4,5,0.0,5.42,6.77,"[17.01, 96.62, 110.73, 123.38, 55.34]","[0.0, 0.0, 0.0, 0.0, 0.0]"
281,40,1/7/19,Dorado,6ABY8RY,reaper,63.72,0,0,1,0.0,0.0,9.42,[16.0],[0.0]
282,40,1/7/19,Dorado,6ABY8RY,tracer,84.27,2,1,1,14.24,7.12,7.12,[16.02],[0.0]
283,40,1/7/19,Dorado,6ABY8RY,widowmaker,156.18,0,2,1,0.0,7.68,3.84,[80.77],[0.0]
284,40,1/7/19,Dorado,@UNKNOWN_BLUE#0,mccree,282.66,1,4,2,2.12,8.49,4.25,"[2.01, 82.28]","[0.0, 46.822]"
285,40,1/7/19,Dorado,@UNKNOWN_BLUE#0,hanzo,108.34,2,2,1,11.08,11.08,5.54,[66.76],[20.229]
286,40,1/7/19,Dorado,@UNKNOWN_BLUE#0,zarya,400.0,0,2,2,0.0,3.0,3.0,"[226.62, 138.28]","[0.0, 0.0]"
287,40,1/7/19,Dorado,MOTH,lucio,683.14,0,8,3,0.0,7.03,2.63,"[4.49, 133.61, 97.71]","[0.0, 63.646, 54.04]"
288,40,1/7/19,Dorado,MOTH,mercy,107.86,0,0,1,0.0,0.0,5.56,[69.69],[0.0]
289,40,1/7/19,Dorado,SLEEPY,moira,149.76999999999998,0,3,1,0.0,12.02,4.01,[2.63],[0.0]
290,40,1/7/19,Dorado,SLEEPY,ana,228.14,1,3,1,2.63,7.89,2.63,[246.97],[0.0]
291,40,1/7/19,Dorado,SLEEPY,roadhog,115.47,0,2,0,0.0,10.39,N/A,N/A,N/A
292,40,1/7/19,Dorado,SLEEPY,zenyatta,297.62,6,2,4,12.1,4.03,8.06,"[104.31, 97.73, 71.14, 80.72]","[0.0, 15.506, 3.895, 0.0]"
293,40,1/7/19,Dorado,SWON,winston,635.8,9,2,5,8.49,1.89,4.72,"[106.14, 125.12, 43.53, 36.55, 115.67]","[47.101, 58.108, 0.0, 0.0, 24.48]"
294,40,1/7/19,Dorado,SWON,reinhardt,155.2,1,1,1,3.87,3.87,3.87,[93.71],[51.739]
295,40,1/7/19,Dorado,TVIQ,brigitte,607.95,3,4,0,2.96,3.95,N/A,N/A,N/A
296,40,1/7/19,Dorado,TVIQ,widowmaker,17.41,0,0,0,0.0,0.0,N/A,N/A,N/A
297,40,1/7/19,Dorado,TVIQ,ana,165.64,0,2,0,0.0,7.24,N/A,N/A,N/A
298,40,1/7/19,Dorado,SAYAPLAYER,zarya,791.0,10,1,9,7.59,0.76,6.83,"[63.49, 9.72, 237.96, 93.23, 68.04, 74.01, 3.03, 55.97, 41.37]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.85, 4.0]"
299,40,1/7/19,Dorado,BQB,unknown,791.0,0,0,7,0.0,0.0,5.31,"[37.19, 64.44, 144.84, 97.19, 97.71, 69.36, 134.34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
300,40,1/7/19,Dorado,HAGOPEUN,zenyatta,791.0,17,5,5,12.9,3.79,3.79,"[90.89, 93.23, 83.44, 76.42, 61.98]","[247.945, 0.0, 30.34, 9.41, 10.97]"
301,40,1/7/19,Dorado,KRIS,lucio,791.0,6,2,4,4.55,1.52,3.03,"[39.21, 271.97, 101.42, 143.54]","[0.0, 31.401, 52.7, 60.33]"
302,42,1/7/19,Ilios,SWON,hammond,121.82,0,1,1,0.0,4.93,4.93,[1.76],[0.0]
303,42,1/7/19,Ilios,SWON,reinhardt,143.18,1,2,1,4.19,8.38,4.19,[43.03],[0.0]
304,42,1/7/19,Ilios,SWON,winston,292.0,3,1,2,6.16,2.05,4.11,"[51.39, 110.75]","[9.499, 41.637]"
305,42,1/7/19,Ilios,XEPHER,zarya,265.0,0,4,1,0.0,9.06,2.26,[184.51],[0.0]
306,42,1/7/19,Ilios,XEPHER,dva,292.0,5,1,0,10.27,2.05,N/A,N/A,N/A
307,42,1/7/19,Ilios,BOB,unknown,557.0,0,0,2,0.0,0.0,2.15,"[89.62, 60.92]","[21.725, 56.378]"
308,42,1/7/19,Ilios,TVIO,brigitte,265.0,3,2,2,6.79,4.53,4.53,"[48.13, 136.64]","[5.85, 0.0]"
309,42,1/7/19,Ilios,TVIO,pharah,292.0,3,2,3,6.16,4.11,6.16,"[25.85, 59.54, 75.93]","[34.589, 49.776, 5.402]"
310,42,1/7/19,Ilios,HAGOPEUN,zenyatta,557.0,1,7,4,1.08,7.54,4.31,"[79.0, 40.47, 102.42, 96.13]","[50.067, 4.41, 18.86, 6.43]"
311,42,1/7/19,Ilios,KRIS,lucio,265.0,0,2,1,0.0,4.53,2.26,[99.54],[76.201]
312,42,1/7/19,Ilios,KRIS,mercy,292.0,0,3,1,0.0,6.16,2.05,[234.37],[0.0]
313,42,1/7/19,Ilios,SMURE.,winston,384.53,4,2,3,6.24,3.12,4.68,"[124.18, 108.85, 57.77]","[5.939, 0.0, 0.0]"
314,42,1/7/19,Ilios,SMURE.,reinhardt,172.47,2,2,1,6.96,6.96,3.48,[59.87],[103.141]
315,42,1/7/19,Ilios,CHOIHYOBIN,dva,557.0,6,4,0,6.46,4.31,N/A,N/A,N/A
316,42,1/7/19,Ilios,SINATRAA,mccree,69.17,2,0,2,17.35,0.0,17.35,"[15.32, 38.33]","[0.0, 13.64]"
317,42,1/7/19,Ilios,SINATRAA,s76,195.83,1,1,2,3.06,3.06,6.13,"[52.16, 94.62]","[0.0, 31.968]"
318,42,1/7/19,Ilios,SINATRAA,tracer,168.27,1,0,2,3.57,0.0,7.13,"[54.69, 15.8]","[39.218, 0.0]"
319,42,1/7/19,Ilios,SINATRAA,zarya,123.73,2,2,3,9.7,9.7,14.55,"[24.34, 17.36, 19.82]","[16.654, 0.0, 0.0]"
320,42,1/7/19,Ilios,ARCHITECT,unknown,557.0,0,0,6,0.0,0.0,6.46,"[53.47, 79.16, 63.16, 15.11, 53.82, 130.1]","[0.511, 6.277, 25.275, 0.0, 0.0, 0.0]"
321,42,1/7/19,Ilios,MOTH,lucio,557.0,2,2,2,2.15,2.15,2.15,"[108.83, 102.19]","[65.424, 68.06]"
322,42,1/7/19,Ilios,SLEEPY,zenyatta,265.0,3,1,2,6.79,2.26,4.53,"[41.75, 98.57]","[78.31, 22.235]"
323,42,1/7/19,Ilios,SLEEPY,moira,292.0,2,3,3,4.11,6.16,6.16,"[18.75, 150.36, 71.92]","[0.0, 0.0, 5.862]"
324,43,1/7/19,King's Row,SWON,reinhardt,899.0,10,1,4,6.67,0.67,2.67,"[115.36, 108.04, 69.98, 100.83]","[56.193, 157.33, 42.98, 0.5]"
325,43,1/7/19,King's Row,XEPHER,zarya,899.0,2,3,3,1.33,2.0,2.0,"[165.51, 138.17, 170.23]","[0.0, 29.93, 0.0]"
326,43,1/7/19,King's Row,BOB,sombra,899.0,7,2,8,4.67,1.33,5.34,"[67.01, 111.26, 22.63, 20.32, 156.88, 118.27, 150.64, 112.8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
327,43,1/7/19,King's Row,TVIO,mei,399.0,2,1,3,3.01,1.5,4.51,"[119.37, 155.28, 110.02]","[0.0, 0.0, 0.0]"
