,Unnamed: 0,Unnamed: 0.1,playerId,teamId,role,name,team,eliminations_avg_per_10m,deaths_avg_per_10m,hero_damage_avg_per_10m,healing_avg_per_10m,ultimates_earned_avg_per_10m,final_blows_avg_per_10m,time_played_total,total_elims,total_deaths,total_hero_damage,total_healing,total_ultimates,total_final_blows
81,81,81,8744,7694,mainsupport,Kruise,PAR,16.75267305,4.85446776,5339.8306950000015,5302.353964,3.426683125,3.521868767,6303.471671,175.99999997366695,51.00000000490472,56099.11918978126,55705.39666948093,36.000000006552085,37.00000000294033
82,82,82,5865,4405,maindps,KSF,VAL,17.24005861,4.573893101,11256.02945,0.0,4.925731032,5.629406893,1705.3306289999996,48.99999998898026,12.999999998178483,31992.0863033517,0.0,13.999999998475628,15.999999996227704
83,83,83,4647,4405,mainsupport,KuKi,VAL,11.73366431,4.434770761,3740.973075,6757.606348,3.1412959560000004,2.124994323,6494.134996,127.000000044812,47.99999999707942,40490.640275752055,73141.34645623092,34.00000000108813,22.99999999882605
84,84,84,8674,7699,flexdps,Kyb,GZC,16.45822744,3.571124822,4267.935756,7088.290690000002,4.036923712,4.036923712,3864.32866,105.99999998198406,22.999999996819998,27487.844101582614,45652.47477296364,25.99999999752531,25.99999999752531
85,85,85,8772,7692,flexsupport,Kyo,CDH,13.168396,5.267358399,5633.937247999998,8283.328747,4.444333649,3.346967316,10935.27261,240.0000001607226,96.00000004606358,102681.06612418861,150967.4299444912,81.00000003601842,61.00000002870003
86,86,86,8786,7692,offtank,lateyoung,CDH,19.26950062,5.973545193,8210.739681000001,260.6226284,4.33563764,4.913722658999999,6227.457697999998,199.99999995439123,61.999999994164554,85220.05672119586,2705.0273225042883,44.99999999492758,50.999999997710944
87,87,87,4654,4403,flexdps,Libero,NYE,19.47359966,3.520650786,4761.58312,7695.132734999999,4.3458033139999985,4.290793146,10907.07438,353.9999998966045,63.99999998151244,86558.23542732077,139885.64184102972,78.99999997774746,77.99999998769367
88,88,88,4629,4525,flexdps,LiNkzr,HOU,17.94937552,5.623624089,6260.564597,5999.910035,4.853264625,5.16140841,7788.571801000001,233.0000000343862,72.99999999834954,81268.09479755523,77884.55017856322,63.000000001776414,66.99999999261709
89,89,89,8891,4408,flexsupport,Luffy,SHD,15.48574132,4.908426935,7640.9686120000015,8102.75007,4.2170991980000005,4.147966424,8678.951640000001,224.00000004304965,70.99999999556405,110525.99511050992,117205.62668089438,61.00000000087466,59.99999999706623
90,90,90,4093,4403,maintank,Mano,NYE,18.26174333,4.1803990760000005,7894.14282,0.0,4.950472588999999,5.885561856,10908.04949,332.00000002886236,76.00000001493046,143516.1676028136,0.0,89.99999999950072,107.00000000284042
91,91,91,8681,7698,mainsupport,Masaa,ATL,16.16379367,4.464824125,4822.6101,5830.611839,3.504039187,3.051905098,10616.31963,286.0000000568179,79.00000000455846,85330.6171207771,103166.06486881018,62.0000000087289,54.000000001324125
92,92,92,4649,4403,offtank,MekO,NYE,22.33412843,2.695498258,7711.893884,15.53714684,3.135579607,6.8212608989999985,10907.07438,405.99999999747104,48.99999998527739,140190.33367242516,282.4413603947699,56.99999999660027,123.99999998463109
93,93,93,8242,4409,offtank,Michelle,SEO,20.79417661,2.8100238660000003,7216.539154000001,34.55569281,2.497798992,4.995597983,9608.45932,333.00000008346746,45.00000000781689,115566.37148732704,553.3782810655024,40.00000000694834,79.99999999788258
94,94,94,5716,4404,mainsupport,moth,SFS,12.54722565,4.006677098,3874.016872,7232.697222,3.479482743,2.425094033,11381.00199,238.00000015271507,76.00000004270905,73483.65621587596,137192.23579441578,66.00000003708944,46.00000002585021
95,95,95,4623,4525,maintank,Muma,HOU,15.48635731,5.721348674,7230.622281999998,0.0,4.043659965,5.248154423,13947.76032,359.9999999829332,133.0000000201697,168084.9775896457,0.0,94.00000001233265,122.00000002391982
96,96,96,4642,4409,flexdps,Munchkin,SEO,17.54348323,5.24431527,5804.017057,8068.5758700000015,4.994585972,4.370262725,9610.406202,281.0000000637916,83.99999999341885,92964.93586851098,129237.15263725928,80.000000002885,69.99999999451569
97,97,97,8236,4403,maindps,Nenne,NYE,23.43433237,2.585477984,11514.2251,0.038574102,5.005925459,7.921464462999999,10907.07412,426.00000018717543,47.00000001186029,209310.84433344065,0.7012176493774003,91.00000003418003,144.0000000614783
98,98,98,4024,4524,mainsupport,neptuNo,PHI,15.24296483,5.125558348,4748.053132,4978.841269,3.209045227,3.075335009,13461.94801,342.00000009953084,115.00000000499581,106530.07401950278,111708.1705222007,72.00000001268775,69.0000000074848
99,99,99,4626,4404,offtank,Nevix,SFS,13.83133918,4.5580549580000005,5785.457295,17.60965502,2.514788943,3.772183414,3817.417771,87.99999997076762,28.99999999643977,36809.17915215765,112.03901669087894,16.000000002204178,24.000000000125084
100,100,100,8743,7694,flexdps,NiCOgdh,PAR,19.03712847,5.425581614,5233.367685,8740.274369,4.85446776,3.712240052,6303.471671,200.00000001305432,57.00000000424577,54980.641577207265,91823.45313626486,51.00000000490472,39.00000000622261
101,101,101,8671,7698,flexdps,NLaaeR,ATL,13.89521667,6.69496803,4935.903895,6462.768373,4.421205303,3.915924697,4749.835975,110.00000003264283,53.000000000614804,39074.556482689375,51161.8161936127,35.000000001750294,31.000000002002626
102,102,102,8714,7693,maintank,NoSmite,HZS,14.22676058,6.173877232000001,6042.155488,0.0,3.82511959,3.82511959,8940.896931000001,212.00000001298966,91.99999999326597,90037.14909880671,0.0,57.00000000489831,57.00000000489831
103,103,103,4607,4402,offtank,NotE,BOS,15.53029836,5.324673725,6870.534942,20.50509654,4.159901347,4.936416266,10817.56423,280.0000000339394,96.00000003996809,123870.75504924054,369.69199810633455,75.00000001939335,89.0000000391196
104,104,104,4660,4410,mainsupport,NUS,LDN,13.64400281,3.096511276,4271.255018,6275.374636,3.2900432310000003,1.693404604,12401.05285,281.99999988726415,63.99999997382823,88280.09869007616,129702.08752430917,67.99999997735961,34.99999998439554
105,105,105,5717,4523,maintank,OGE,DAL,14.4277124,6.074826275,7385.091278,0.0,3.746142869,5.011731676,11852.19079,285.000000046748,120.00000004567502,145882.5180473682,0.0,74.0000000166433,99.00000002039744
106,106,106,4668,4524,offtank,Poko,PHI,18.48243778,3.862001924,6737.470995999999,5.968513469,4.091882991,5.425193179,13050.22654,402.0000000674245,84.00000001019309,146542.53800746572,129.81742146248547,89.00000001287131,118.0000000153546
107,107,107,8702,7698,maintank,Pokpo,ATL,17.932437399999994,5.997673319,7726.525299,0.0,4.483109348999999,4.846604702,9903.840514,296.0000000614813,99.00000001074841,127537.12381447028,0.0,73.99999999886394,80.0000000050175
108,108,108,4662,4410,maindps,Profit,LDN,19.06289618,3.3868089660000003,9066.258696,4153.099915,5.37051136,5.564043301,12401.05374,393.9999999470345,69.99999999079972,187385.26884973055,85838.02538917404,110.99999997773413,114.99999997897999
109,109,109,4658,4404,maindps,Rascal,SFS,16.19889182,6.479556727,6686.631184000002,5306.996784,3.702603844,5.091080286,1296.384977,34.99999999916031,13.999999997503481,14447.413689462206,11466.518172941524,7.999999998573418,10.999999999118772
110,110,110,4136,4525,flexsupport,Rawkus,HOU,12.60417415,4.947030808,6539.502312,8608.342067,4.172712942,3.570465714,13947.76032,293.00000012623286,115.0000000093999,152019.01809976975,200111.8198384823,96.9999999986301,83.00000001608278
