,Unnamed: 0,Unnamed: 0.1,playerId,teamId,role,name,team,eliminations_avg_per_10m,deaths_avg_per_10m,hero_damage_avg_per_10m,healing_avg_per_10m,ultimates_earned_avg_per_10m,final_blows_avg_per_10m,time_played_total,total_elims,total_deaths,total_hero_damage,total_healing,total_ultimates,total_final_blows
111,111,111,8801,4523,offtank,rCk,DAL,16.34340876,3.855663333,6838.755365000001,121.9980373,4.661324329,4.488682687,10426.22151,283.99999993372404,66.99999996307149,118837.29714698484,2119.964267791737,80.99999997351019,77.99999997127331
112,112,112,8715,7693,flexsupport,Revenge,HZS,8.593986147999999,4.476034452,6010.523007,8641.515790000001,4.296993074,1.790413781,3351.18064,47.999999999342954,24.999999999192354,33570.580562221636,48265.46735950385,23.999999999671484,10.000000000794001
113,113,113,8716,7693,offtank,Ria,HZS,17.06431815,4.266079537,6569.263077000001,0.0,3.014077934,5.378969852000001,12939.28055,367.99999989551156,91.99999996309518,141669.22993343213,0.0,64.99999997931731,115.9999999750333
114,114,114,8724,7699,maintank,Rio,GZC,17.20863888,4.633095082,7339.181822,0.0,4.74340687,5.46043349,10878.25721,311.99999995107714,83.99999996730338,133062.51261778738,0.0,85.99999997256839,98.99999997052993
115,115,115,8222,4406,maintank,rOar,GLA,14.60631133,6.207682317000001,8020.309831,0.0,4.903547377,4.747051184,11501.87725,279.9999999882404,119.00000002854931,153747.69863855038,0.0,94.00000003302245,91.00000002972527
116,116,116,8687,7695,mainsupport,RoKy,TOR,13.22113022,4.672128726,4394.414255,6333.2731920000015,3.2307273110000003,2.087546878,12071.5852,265.99999981837453,93.9999999687941,88412.57680554503,127421.0782201733,64.99999998783899,41.99999999461834
117,117,117,4105,4409,flexsupport,ryujehong,SEO,16.1108035,4.371148235,6525.667422,9936.965659,4.933153008000001,4.0589233610000015,9608.45932,258.00000007043934,69.99999999614549,104502.68326689379,159131.55049789746,78.99999999450607,64.99999999527698
118,118,118,4669,4524,maintank,Sado,PHI,17.07157167,7.042580479,6992.738386,0.0,3.74415671,4.858489064,13460.97503,382.9999999545423,157.99999995764074,156881.79467544748,0.0,83.99999996952825,108.9999999567201
119,119,119,8730,7697,offtank,Sansam,WAS,9.49351357,4.389474016,5168.75224,21.17768158,2.143696612,2.347858195,5877.697397,92.9999999979553,42.99999999673723,50633.93597797654,207.46000649543475,20.999999993850196,23.0000000021277
120,120,120,5442,4407,maindps,sayaplayer,FLA,19.60982658,4.902456644,15745.88235,817.4892884,4.902456644,11.03052745,489.55047930000006,16.000000002048136,3.9999999996961164,12847.340419073185,667.0037882647266,3.9999999996961164,9.000000000132177
121,121,121,8728,7696,maindps,SeoMinSoo,VAN,19.88523374,3.224632498,11607.70465,0.0,5.038488278,7.188243277000001,8931.250311,296.00000004113787,48.00000000103868,172785.52627551442,0.0,74.99999999976225,107.00000000541652
122,122,122,4644,4406,flexsupport,Shaz,GLA,14.19019082,4.59094409,8143.314757999998,10665.31092,5.164812101,3.599717525,11500.90242,271.999999903333,87.99999999127617,156092.44734517316,204434.50028313405,98.99999998539366,68.99999999098152
123,123,123,8725,7699,flexsupport,shu,GZC,15.05620796,3.639962365,6609.723879,9483.036467,4.798132208999999,3.91571709,10879.23336,272.9999998558826,65.9999999840875,119847.88087467568,171946.94447647157,86.99999998973881,70.99999998975021
124,124,124,4139,4404,maindps,sinatraa,SFS,19.17774494,4.1990487289999985,12667.55064,396.0915988,5.389823742000001,5.891202694,9573.596925,305.99999997669715,66.99999999979923,202123.37309064294,6320.035520483356,86.00000000450532,93.9999999930502
125,125,125,4488,4404,flexsupport,sleepy,SFS,14.71957329,2.911563948,7765.034976999998,11039.57114,5.176113685,3.477701382,7418.693316,181.99999996815853,36.00000000022362,96010.68847062683,136498.6543797075,63.99999999627605,42.999999996145604
126,126,126,8749,7696,mainsupport,SLIME,VAN,13.85202487,2.83995489,4165.69195,6469.727387,3.2456627310000004,2.202413996,10352.27711,238.99999998141956,49.00000000196595,71873.99570216045,111627.35122730037,55.999999994852324,37.999999995890725
127,127,127,7831,4404,maintank,Smurf,SFS,15.71488661,4.714465982,7662.725538,0.0,4.714465982,6.061456262,2672.625075,70.00000000777958,20.9999999978795,34132.65402616944,0.0,20.9999999978795,26.999999994728284
128,128,128,4493,4524,flexdps,snillo,PHI,13.11566286,7.286479365,4268.438247,6369.452283,2.914591746,2.914591746,411.7214707,9.000000003207614,5.0000000006383365,2929.01278774495,4370.73376918372,2.000000000255335,2.000000000255335
129,129,129,3987,7694,maindps,SoOn,PAR,22.17825467,5.140024687,9823.684495,24.81416526,4.47372519,5.520767256,6303.471671,233.00000004094744,54.00000000457524,103205.52819845741,260.6923129265373,46.99999999834016,58.00000000063401
130,130,130,4637,4405,offtank,SPACE,VAL,19.20287775,3.1496783610000003,7384.252098000001,0.554749781,4.216504903,5.994549139,11810.72977,377.9999998526593,61.99999997364585,145355.67680505593,10.919999588929468,82.99999997202175,117.99999995619196
131,131,131,4094,4525,offtank,SPREE,HOU,16.46580318,4.481816249,6940.044506,3.191832464,4.384385461,4.579247037,6158.217665,169.00000001914864,45.9999999931264,71230.50778789233,32.75999843920879,44.999999993498946,46.99999999275385
132,132,132,8752,7695,flexdps,Stellar,TOR,18.29383627,4.722593601,5692.404705,9013.004532,4.921439648,5.219708717,12069.63902,368.00000011647205,95.00000000371985,114508.78324183266,181306.1853114401,99.00000001679311,105.0000000062289
133,133,133,8747,7696,maindps,Stitch,VAN,9.289057751,6.755678364,6847.565097,0.0,3.377839182,4.644528875,1421.026799,22.000000002716114,16.00000000111413,16217.622517890057,0.0,8.000000000557066,11.000000000173868
134,134,134,4610,4404,maindps,STRIKER,SFS,14.08531882,7.042659411,8429.293453,0.0,4.225595646,6.573148783,1277.926345,29.999999996337188,15.000000000298472,17953.360288874534,0.0,8.999999998901158,13.999999999000648
135,135,135,4490,4404,maintank,super,SFS,14.33103109,5.511935032999999,8274.368445,0.0,4.754043966,4.133951275,8708.3755,208.00000005649048,79.99999999828148,120093.84574068515,0.0,68.99999999906206,60.000000002339604
136,136,136,4144,4406,maindps,Surefour,GLA,17.00736106,4.538774271,9977.130909,33.44330134,4.747453547,4.956132824,11500.90242,325.999999954613,86.99999999529606,191243.34835995818,641.0469088566588,90.99999997921648,94.99999998230507
137,137,137,8705,4407,maintank,SWoN,FLA,17.65463702,6.865692175,6943.893355,0.0,3.616748556,6.068781476,9787.796815,287.9999999905618,112.00000000539237,113275.69543961443,0.0,58.99999999512108,99.000000002873
138,138,138,3504,4407,flexdps,TviQ,FLA,18.76178384,5.088980583000001,6207.37007,6950.121603000001,4.782415487,4.659789449,9785.849875,306.00000007573504,83.00000000337997,101240.65270598039,113354.74436658727,77.99999999276169,75.99999999503828
139,139,139,8729,7696,flexsupport,Twilight,VAN,14.78074785,4.115423912,7165.302314000001,9231.036188,4.868952234,4.231351346,10351.30303,255.00000000895164,71.00000001670008,123617.02592295704,159255.4214381401,84.00000002121578,73.00000001474064
140,140,140,3983,4523,flexsupport,uNKOE,DAL,14.22521819,4.910484572,7087.970681999999,9239.714512,4.505496153999999,3.3411544510000004,11852.19079,281.00000002876413,97.00000003115915,140013.301394984,182518.09873559294,89.0000000346987,66.00000002018285
141,141,141,8688,4404,flexsupport,Viol2t,SFS,14.0792463,5.147251335,8640.593039,12372.44653,5.450030825,2.119456432,3963.280336,93.00000001081791,34.000000000758746,57075.15413807862,81725.79006760071,35.99999999886059,13.999999999923865
142,142,142,5809,4406,offtank,Void,GLA,18.88068137,3.077238124,7786.150826000001,0.991985732,2.24273287,5.059188102,11503.82212,361.9999999747966,58.999999998964185,149284.15683632516,19.019379010843323,42.99999999859515,96.99999999504739
143,143,143,4640,4407,offtank,xepheR,FLA,18.84620886,4.776094025,6484.650390999999,43.10333083,3.614341424,6.776890171,9296.299396,292.0000000701798,73.99999999974452,100472.08585520744,667.835780600862,55.99999999478164,105.0000000057094
144,144,144,8753,7695,maintank,Yakpung,TOR,16.25304355,6.362047627000001,7012.301254000001,0.0,3.777465779,4.423611241000001,12071.5852,326.9999999552258,127.9999999596472,141082.65339287976,0.0,75.99999998547145,88.9999999790154
145,145,145,8894,4408,flexdps,YOUNGJIN,SHD,17.30814227,5.661541864,6042.855915,5520.4967259999985,4.286595983,4.367475152,7418.473803,214.00000001431997,70.00000000445299,74714.61383455183,68256.10056896377,53.00000000655089,54.00000000060907
146,146,146,8813,7692,mainsupport,Yveltal,CDH,8.064926987,4.663393156000001,2979.156788,6711.846031,3.236943485,1.371586222,10936.24284,147.00000002783588,85.00000002068336,54301.303486670666,122337.29683284363,59.000000018859836,24.999999999650253
147,147,147,8642,4523,flexdps,ZachaREEE,DAL,15.490807,5.619214304,4989.499464,8265.283159999999,4.809237467,4.151131288,11852.19079,306.0000000917792,111.00000003484178,98560.83265655124,163269.5215761568,95.00000002216721,82.0000000328574
